contigName	contigLen	totalAvgDepth	SRR24442552_sub_sorted.bam	SRR24442552_sub_sorted.bam-var
k141_5817	706	2.46403	2.46403	1.38429
k141_1514	1621	4.94901	4.94901	5.42936
k141_7804	1135	3.94213	3.94213	1.61962
k141_7805	1417	3.5659	3.5659	1.96148
k141_1515	1690	5.30455	5.30455	6.84219
k141_5818	2191	4.08525	4.08525	3.85252
k141_1516	469	2.45455	2.45455	0.355633
k141_3693	4337	4.73322	4.73322	4.92566
k141_5819	724	4.777	4.777	3.27653
k141_1517	1068	3.85621	3.85621	1.56708
k141_5820	915	3.0183	3.0183	2.85043
k141_5821	310	1.7375	1.7375	0.194811
k141_3694	1526	5.41279	5.41279	4.20478
k141_5822	777	7.91707	7.91707	11.0187
k141_5823	415	4.00755	4.00755	0.409033
k141_5824	386	1.79661	1.79661	0.366967
k141_1518	2396	4.66741	4.66741	3.51563
k141_3695	1977	4.67159	4.67159	3.38934
k141_5825	944	2.83375	2.83375	0.547358
k141_1519	880	5.33014	5.33014	6.60826
k141_3696	526	2.63564	2.63564	0.754884
k141_3697	377	1	1	0.389381
k141_1520	1676	3.87287	3.87287	1.7648
k141_1521	465	1.75238	1.75238	0.193266
k141_5826	2322	4.3918	4.3918	3.76123
k141_1522	353	1.49261	1.49261	0.251182
k141_5827	342	2.49479	2.49479	0.251282
k141_1523	407	2.91051	2.91051	0.441178
k141_1524	315	4.50909	4.50909	0.519733
k141_5828	438	3.96875	3.96875	2.62271
k141_1525	306	1.28205	1.28205	0.616707
k141_1526	751	3.54243	3.54243	1.39195
k141_7806	7534	4.60739	4.60739	3.35498
k141_7807	446	2.55743	2.55743	0.40347
k141_1527	1681	4.95689	4.95689	3.86742
k141_5829	2694	4.28616	4.28616	2.4938
k141_7808	1402	4.9385	4.9385	2.95303
k141_7809	541	2.07417	2.07417	0.756025
k141_1528	1378	3.7443	3.7443	1.57597
k141_1529	353	1.11823	1.11823	0.411696
k141_1530	491	2.59531	2.59531	0.753389
k141_1531	431	2.33808	2.33808	0.853156
k141_5830	2268	4.82861	4.82861	2.18172
k141_5831	502	3.02273	3.02273	0.854183
k141_3698	7572	4.85247	4.85247	4.64721
k141_5832	307	2.84713	2.84713	0.207251
k141_1532	1422	3.44733	3.44733	1.0987
k141_7810	3045	4.53126	4.53126	2.77503
k141_7811	658	4.12795	4.12795	3.65026
k141_3699	1750	19.4081	19.4081	69.8414
k141_5833	1958	4.48451	4.48451	1.82487
k141_1533	2080	5.06062	5.06062	2.52873
k141_7812	1666	5.71174	5.71174	5.31949
k141_5834	1375	3.67102	3.67102	2.54446
k141_7813	467	3.56782	3.56782	1.28415
k141_1534	1619	5.92512	5.92512	3.00528
k141_1535	369	1.379	1.379	0.236437
k141_7814	1403	5.05507	5.05507	4.76774
k141_3700	3054	4.40083	4.40083	4.02462
k141_1536	1287	5.00704	5.00704	6.8151
k141_1537	313	1.85276	1.85276	0.126335
k141_1538	354	2.79902	2.79902	1.03822
k141_1539	378	3.63158	3.63158	0.612568
k141_7815	3020	5.4892	5.4892	4.25417
k141_7816	408	4.49225	4.49225	1.20033
k141_3701	3549	5.03207	5.03207	5.91391
k141_1540	2974	3.99858	3.99858	1.9929
k141_3702	832	2.31525	2.31525	0.903401
k141_3703	429	1.48029	1.48029	0.257704
k141_7817	1963	4.8759	4.8759	6.54034
k141_3704	1133	5.14649	5.14649	5.57526
k141_1541	1618	5.99046	5.99046	11.0974
k141_3705	421	5.25092	5.25092	2.69236
k141_3706	408	2.12791	2.12791	0.236495
k141_3707	372	1.76577	1.76577	0.18018
k141_5835	8118	4.87287	4.87287	4.38807
k141_5836	349	1.89447	1.89447	0.862545
k141_1542	1344	4.28224	4.28224	3.30417
k141_5837	1503	4.00887	4.00887	2.42004
k141_7818	2970	5.19645	5.19645	4.86673
k141_7819	406	2.60938	2.60938	0.325245
k141_5838	1204	5.14706	5.14706	2.49781
k141_7820	655	3.54257	3.54257	1.20502
k141_5839	399	2.34137	2.34137	0.580581
k141_1543	3604	4.63028	4.63028	5.41354
k141_5840	1155	4.92935	4.92935	3.14339
k141_3708	4438	5.3659	5.3659	5.07182
k141_3709	350	1.955	1.955	0.595954
k141_7821	1802	5.91404	5.91404	4.99683
k141_5841	710	4.25714	4.25714	2.13411
k141_3710	408	1.67442	1.67442	0.414985
k141_7822	412	2.73282	2.73282	0.87087
k141_5842	522	2.02688	2.02688	0.473668
k141_5843	310	3.4	3.4	0.669183
k141_5844	346	3.71939	3.71939	0.459314
k141_7823	955	4.30807	4.30807	1.87761
k141_3711	1142	3.17238	3.17238	2.0197
k141_5845	358	1.88462	1.88462	0.102564
k141_1544	2091	4.16795	4.16795	3.65943
k141_7824	346	1.87245	1.87245	0.255442
k141_7825	387	6.99578	6.99578	4.25846
k141_1545	499	2.55874	2.55874	1.01737
k141_1546	309	3.49057	3.49057	1.17554
k141_1547	329	5.84358	5.84358	1.49225
k141_1548	382	1.99138	1.99138	1.2207
k141_5846	1386	3.21764	3.21764	1.1696
k141_1549	636	4.1749	4.1749	1.76109
k141_7826	374	1.35268	1.35268	0.22932
k141_1550	661	6.2955	6.2955	3.00074
k141_7827	633	2.19048	2.19048	0.498913
k141_1551	360	1.08095	1.08095	0.15131
k141_5847	1320	5.48462	5.48462	5.54682
k141_7828	665	3.57476	3.57476	3.58341
k141_5848	602	2.36947	2.36947	1.70133
k141_3712	3075	5.7706	5.7706	6.3554
k141_3713	315	1.45455	1.45455	0.249445
k141_7829	686	4.48507	4.48507	3.01659
k141_5849	548	5.26633	5.26633	0.800425
k141_7830	619	1.8209	1.8209	0.493494
k141_7831	458	2.09091	2.09091	0.271839
k141_7832	348	1.5303	1.5303	0.250346
k141_7833	933	2.84163	2.84163	1.74216
k141_7834	575	6.82824	6.82824	7.10013
k141_1552	3621	4.49064	4.49064	3.05981
k141_1553	495	1.52754	1.52754	0.337176
k141_3714	3537	4.78034	4.78034	4.36404
k141_7835	1381	4.24777	4.24777	3.40768
k141_3715	309	6.16352	6.16352	1.82119
k141_7836	409	3.37838	3.37838	1.99581
k141_3716	570	3.85476	3.85476	1.59938
k141_1554	1318	5.24229	5.24229	4.811
k141_5850	4375	4.74651	4.74651	2.99615
k141_3717	1743	5.49466	5.49466	4.60314
k141_7837	2177	4.43315	4.43315	3.16269
k141_5851	2271	5.94908	5.94908	7.20402
k141_5852	369	1.38356	1.38356	0.237527
k141_3718	1532	5.60492	5.60492	9.20222
k141_7838	1597	3.18314	3.18314	1.40697
k141_7839	425	2.52	2.52	1.90014
k141_5853	1048	3.98998	3.98998	2.84829
k141_7840	1781	9.69405	9.69405	36.405
k141_5854	1335	5.65148	5.65148	2.62757
k141_5855	721	4.36602	4.36602	2.35878
k141_3719	3671	4.40954	4.40954	3.33962
k141_7841	1453	3.76976	3.76976	2.17121
k141_3720	357	3.11594	3.11594	2.02532
k141_7842	331	2.83425	2.83425	0.461265
k141_3721	425	2.19636	2.19636	0.924805
k141_3722	598	5.17411	5.17411	3.78617
k141_3723	401	2.50996	2.50996	0.682901
k141_3724	335	1.8973	1.8973	0.679613
k141_3725	469	2.92163	2.92163	0.808305
k141_5856	2744	4.32999	4.32999	3.23389
k141_3726	418	2.8806	2.8806	1.25161
k141_1555	9003	4.34237	4.34237	4.16218
k141_5857	408	2.05039	2.05039	0.888502
k141_3727	517	1.82834	1.82834	0.497772
k141_5858	414	2.29167	2.29167	0.71689
k141_7843	2598	3.95057	3.95057	1.88762
k141_1556	1969	5.45135	5.45135	2.39517
k141_5859	1544	3.81205	3.81205	1.85409
k141_1557	432	2.08511	2.08511	0.43401
k141_7844	2034	3.92463	3.92463	1.71605
k141_7845	444	3.05102	3.05102	0.785785
k141_7846	623	4.49049	4.49049	1.40298
k141_3728	3214	5.35933	5.35933	4.71609
k141_3729	486	3.06548	3.06548	1.11212
k141_1558	2098	5.08316	5.08316	1.81332
k141_3730	1252	4.47641	4.47641	2.31688
k141_3731	468	3.72327	3.72327	0.554093
k141_7847	2321	4.42008	4.42008	3.68794
k141_1559	1649	4.03803	4.03803	3.82297
k141_3732	800	3.18154	3.18154	1.88687
k141_5860	4394	4.73563	4.73563	3.66472
k141_5861	633	2.05176	2.05176	0.397731
k141_1560	1806	5.64372	5.64372	4.38175
k141_1561	306	1.82692	1.82692	0.144045
k141_5862	1407	5.05171	5.05171	4.58091
k141_7848	3420	4.8789	4.8789	5.62551
k141_7849	340	2.07895	2.07895	0.274158
k141_3733	3951	5.09971	5.09971	4.51032
k141_5863	2140	4.56131	4.56131	3.74456
k141_3734	1590	4.64653	4.64653	2.98754
k141_3735	659	5.36739	5.36739	2.41791
k141_5864	2295	4.55804	4.55804	3.77289
k141_5865	347	3.52792	3.52792	1.23008
k141_7850	3184	3.99374	3.99374	2.76122
k141_1562	5601	4.34654	4.34654	3.43821
k141_3736	2314	4.08272	4.08272	2.19612
k141_1563	1569	3.85976	3.85976	3.05155
k141_5866	2900	3.68691	3.68691	2.99436
k141_5867	517	2.55586	2.55586	0.324055
k141_7851	3599	5.36445	5.36445	4.56757
k141_3737	2067	4.32812	4.32812	4.04413
k141_7852	245	3.8	3.8	0.161702
k141_5868	520	2.93784	2.93784	1.44599
k141_3738	847	5.75466	5.75466	2.32622
k141_3739	1449	3.55658	3.55658	2.57981
k141_3740	407	2.10117	2.10117	0.888165
k141_3741	436	2.53147	2.53147	0.284971
k141_7853	3056	4.82622	4.82622	3.26103
k141_3742	422	1.32353	1.32353	0.293466
k141_7854	326	1.64773	1.64773	0.229481
k141_3743	416	2.01128	2.01128	0.267798
k141_7855	308	1.27848	1.27848	0.202209
k141_1564	5345	4.38037	4.38037	4.68775
k141_7856	413	3.9962	3.9962	3.36258
k141_3744	940	3.28608	3.28608	3.53277
k141_3745	455	3.99016	3.99016	1.2203
k141_7857	765	2.22439	2.22439	1.26227
k141_7858	565	3.96386	3.96386	2.90449
k141_7859	502	4.52557	4.52557	0.962306
k141_7860	347	1.51777	1.51777	0.250958
k141_3746	1913	5.26659	5.26659	3.42725
k141_3747	415	1.1434	1.1434	0.282389
k141_1565	3032	4.71027	4.71027	4.54186
k141_5869	7107	4.67601	4.67601	3.02693
k141_3748	2029	5.67589	5.67589	5.40131
k141_3749	323	2.9711	2.9711	0.446834
k141_1566	2230	4.98702	4.98702	3.61455
k141_7861	3329	4.36867	4.36867	3.58894
k141_5870	2118	3.80488	3.80488	2.79772
k141_3750	562	1.82039	1.82039	0.444546
k141_1567	605	3.18462	3.18462	1.07157
k141_7862	592	2.55656	2.55656	0.310853
k141_5871	551	3.13716	3.13716	3.39364
k141_3751	554	3.93069	3.93069	2.4468
k141_7863	371	1.78733	1.78733	0.168202
k141_1568	539	2.75578	2.75578	1.34999
k141_7864	309	1.61635	1.61635	0.237959
k141_5872	684	2.42135	2.42135	0.732077
k141_5873	352	2.60891	2.60891	1.01544
k141_5874	309	3.77987	3.77987	1.09681
k141_7865	785	3.25354	3.25354	1.89934
k141_3752	1270	4.35536	4.35536	4.19353
k141_1569	1280	4.10619	4.10619	3.21455
k141_7866	504	1.64407	1.64407	0.382869
k141_7867	958	3.70792	3.70792	1.09922
k141_1570	1440	3.85426	3.85426	3.22155
k141_3753	1671	3.88429	3.88429	3.77081
k141_1571	558	2.42402	2.42402	0.431561
k141_3754	340	1.73158	1.73158	0.19741
k141_7868	1508	4.69146	4.69146	2.89295
k141_5875	3214	4.59008	4.59008	5.35602
k141_3755	2433	4.83136	4.83136	3.60564
k141_3756	327	6.42938	6.42938	2.33732
k141_1572	3951	4.191	4.191	3.2309
k141_7869	3500	5.10985	5.10985	3.01032
k141_1573	325	3.66286	3.66286	1.61557
k141_5876	3406	4.29914	4.29914	2.97658
k141_7870	555	2.13827	2.13827	0.87687
k141_1574	487	3.30861	3.30861	1.5652
k141_3757	2709	4.39977	4.39977	3.48319
k141_5877	1449	4.96921	4.96921	1.79567
k141_5878	575	3.27294	3.27294	0.88759
k141_3758	1079	3.75888	3.75888	2.56466
k141_5879	830	5.24853	5.24853	2.20176
k141_3759	795	3.02946	3.02946	0.882671
k141_5880	471	1.41433	1.41433	0.243419
k141_5881	551	2.79052	2.79052	0.486009
k141_1575	3615	5.43261	5.43261	3.44473
k141_7871	3879	5.31698	5.31698	4.40807
k141_5882	919	4.62679	4.62679	0.87225
k141_7872	594	3.47973	3.47973	1.55038
k141_1576	1486	3.95958	3.95958	3.6568
k141_5883	1053	3.28128	3.28128	1.11369
k141_7873	1001	4.10458	4.10458	2.27964
k141_5884	524	3.04011	3.04011	0.403211
k141_7874	651	5.93014	5.93014	3.42911
k141_7875	391	1.76349	1.76349	0.706329
k141_5885	1105	4.0534	4.0534	3.30426
k141_7876	1169	3.44161	3.44161	2.15058
k141_5886	440	3.81724	3.81724	1.47859
k141_1577	2703	5.07481	5.07481	4.66408
k141_7877	386	1.2839	1.2839	0.204165
k141_3760	5393	4.59756	4.59756	3.58581
k141_5887	881	4.76197	4.76197	3.25559
k141_5888	311	2.08696	2.08696	0.667391
k141_1578	1567	5.61186	5.61186	6.03282
k141_7878	1860	5.04327	5.04327	5.18479
k141_1579	685	2.60561	2.60561	0.3554
k141_7879	557	2.06388	2.06388	1.28163
k141_7880	329	1.67598	1.67598	0.220262
k141_1580	758	4.41447	4.41447	2.08493
k141_7881	484	2.08683	2.08683	0.499947
k141_3761	2672	4.90246	4.90246	5.40102
k141_1581	438	4.38194	4.38194	1.86755
k141_5889	2356	5.32956	5.32956	6.8078
k141_5890	351	0.756219	0.756219	0.185274
k141_7882	991	4.75862	4.75862	4.11191
k141_5891	468	1.18553	1.18553	0.321936
k141_3762	1010	6.35349	6.35349	8.42676
k141_7883	1400	4.1304	4.1304	2.32486
k141_3763	1708	4.83825	4.83825	3.6938
k141_3764	304	2.46753	2.46753	0.276716
k141_3765	1052	4.23947	4.23947	2.96589
k141_1582	5167	4.44828	4.44828	3.23474
k141_3766	1792	3.61754	3.61754	2.07299
k141_5892	4632	4.00826	4.00826	2.26661
k141_3767	567	4.36211	4.36211	1.61615
k141_7884	3985	5.7661	5.7661	6.04206
k141_5893	627	4.31027	4.31027	3.37832
k141_3768	383	1.30043	1.30043	0.211079
k141_5894	302	1	1	0
k141_3769	329	1.69832	1.69832	0.211851
k141_3770	331	1.54696	1.54696	0.249171
k141_5895	446	1.93243	1.93243	0.341182
k141_3771	352	1.75743	1.75743	0.204547
k141_7885	955	5.27205	5.27205	5.02164
k141_5896	618	2.95299	2.95299	1.41106
k141_5897	745	6.04874	6.04874	6.58517
k141_5898	933	4.19923	4.19923	2.38481
k141_5899	1062	4.89583	4.89583	2.4337
k141_7886	2764	5.1381	5.1381	4.18645
k141_1583	4524	5.40398	5.40398	6.32642
k141_7887	327	3.9209	3.9209	5.83462
k141_1584	399	1.73896	1.73896	0.637227
k141_7888	364	1.41589	1.41589	0.244065
k141_7889	390	1.84583	1.84583	0.164418
k141_7890	369	1.0274	1.0274	0.21943
k141_7891	249	0	0	0
k141_1585	1038	5.31982	5.31982	2.99794
k141_7892	504	2.05367	2.05367	0.328557
k141_5900	1893	4.07458	4.07458	1.65577
k141_3772	4579	4.5473	4.5473	2.58978
k141_1586	713	2.07282	2.07282	0.779383
k141_5901	669	1.91137	1.91137	1.13499
k141_1587	489	1.72861	1.72861	0.511932
k141_7893	1009	3.32363	3.32363	2.24245
k141_7894	366	2.10185	2.10185	0.538416
k141_3773	1339	4.2582	4.2582	2.38865
k141_7895	1091	4.28693	4.28693	2.94096
k141_3774	430	4.59643	4.59643	0.807874
k141_7896	504	3.43503	3.43503	0.830045
k141_5902	1935	4.27395	4.27395	1.98376
k141_3775	375	1.71556	1.71556	0.570515
k141_3776	311	1.69565	1.69565	0.213044
k141_7897	555	5.61481	5.61481	1.08394
k141_5903	526	2.60372	2.60372	0.730547
k141_5904	621	2.27813	2.27813	1.11184
k141_3777	674	1.73092	1.73092	0.403554
k141_7898	1186	3.16892	3.16892	1.4951
k141_3778	998	4.08019	4.08019	3.16946
k141_3779	336	2.08065	2.08065	0.463731
k141_7899	957	4.83395	4.83395	3.19323
k141_1588	4452	4.24291	4.24291	3.95885
k141_7900	409	2.07336	2.07336	0.262039
k141_7901	316	1.46386	1.46386	0.2502
k141_5905	2138	4.37525	4.37525	4.53845
k141_7902	432	1.32979	1.32979	0.221814
k141_7903	685	3.84299	3.84299	4.09516
k141_5906	1096	4.08457	4.08457	2.04364
k141_5907	812	5.50906	5.50906	2.4167
k141_7904	1039	5.66142	5.66142	2.84807
k141_3780	3424	6.06048	6.06048	6.21693
k141_1589	3024	5.25157	5.25157	4.18625
k141_3781	325	2.71429	2.71429	0.239738
k141_5908	1219	4.44528	4.44528	4.31839
k141_3782	381	1.78355	1.78355	0.483382
k141_5909	453	3.56436	3.56436	4.51819
k141_1590	834	5.02193	5.02193	2.32602
k141_5910	405	2.42745	2.42745	0.891372
k141_5911	469	2.06583	2.06583	0.539679
k141_3783	1206	6.27462	6.27462	5.18706
k141_3784	326	4.22159	4.22159	0.550616
k141_3785	594	2.55405	2.55405	0.324386
k141_7905	3198	5.22277	5.22277	2.91954
k141_1591	1454	3.37423	3.37423	2.23895
k141_3786	384	1.29487	1.29487	0.208815
k141_7906	853	4.18919	4.18919	2.99123
k141_7907	1892	3.99828	3.99828	2.17519
k141_7908	816	3.78679	3.78679	1.30184
k141_3787	3182	5.49703	5.49703	5.10785
k141_7909	471	1.40498	1.40498	0.241725
k141_3788	305	1.82581	1.82581	0.144785
k141_7910	350	2.71	2.71	0.297386
k141_3789	545	2.72658	2.72658	2.54942
k141_7911	822	4.2872	4.2872	3.65659
k141_1592	4064	4.88324	4.88324	3.67996
k141_5912	6341	4.62025	4.62025	3.83173
k141_3790	1525	3.57309	3.57309	1.15896
k141_5913	374	3.11161	3.11161	1.41798
k141_3791	369	1.38356	1.38356	0.237527
k141_5914	457	1.98697	1.98697	0.503097
k141_1593	1880	3.45954	3.45954	2.04609
k141_7912	3212	4.37296	4.37296	4.24108
k141_7913	683	4.61538	4.61538	7.62811
k141_3792	2251	6.49881	6.49881	6.4425
k141_5915	2515	5.07526	5.07526	6.05188
k141_3793	336	1.62903	1.62903	0.234612
k141_5916	320	2.28235	2.28235	0.547023
k141_3794	807	4.20852	4.20852	2.34517
k141_3795	976	3.25303	3.25303	1.16136
k141_1594	3632	5.61545	5.61545	4.8492
k141_7914	3020	4.80976	4.80976	4.53884
k141_7915	317	1.8024	1.8024	0.159512
k141_7916	1091	4.37938	4.37938	2.54422
k141_7917	378	2.14035	2.14035	0.244533
k141_1595	2259	4.48174	4.48174	2.48699
k141_1596	309	0.477987	0.477987	0.251095
k141_1597	505	1.64789	1.64789	0.302221
k141_1598	927	7.22265	7.22265	7.58564
k141_3796	5054	5.42945	5.42945	7.08245
k141_7918	3070	4.05719	4.05719	2.16355
k141_1599	1700	5.08	5.08	3.2486
k141_3797	2285	4.72037	4.72037	5.80226
k141_3798	446	2.50676	2.50676	0.738937
k141_1600	1663	4.39128	4.39128	1.96849
k141_3799	384	6.6453	6.6453	2.71914
k141_1601	404	2.16535	2.16535	0.431048
k141_3800	578	3.14019	3.14019	1.62434
k141_7919	3590	4.85698	4.85698	4.37326
k141_7920	348	1.52525	1.52525	0.250628
k141_3801	1419	4.17415	4.17415	2.82849
k141_5917	11280	5.30225	5.30225	4.23793
k141_3802	908	3.4934	3.4934	2.81832
k141_7921	1562	5.63314	5.63314	3.22605
k141_1602	2761	4.92264	4.92264	3.40848
k141_7922	429	1.62724	1.62724	0.234651
k141_7923	332	1.66484	1.66484	0.22406
k141_3803	2210	4.24854	4.24854	2.35685
k141_5918	3148	4.59606	4.59606	3.77776
k141_1603	2514	4.40398	4.40398	5.02291
k141_7924	2409	5.35547	5.35547	5.33721
k141_7925	328	2.38202	2.38202	0.587698
k141_1604	673	4.31549	4.31549	1.67231
k141_7926	402	2.68254	2.68254	0.528301
k141_5919	1438	4.04425	4.04425	4.12314
k141_1605	836	3.36589	3.36589	6.47177
k141_7927	1031	3.63564	3.63564	1.58641
k141_7928	434	1.59859	1.59859	0.241129
k141_1606	915	3.88235	3.88235	1.44688
k141_5920	1078	6.25647	6.25647	5.85431
k141_3804	3862	4.53071	4.53071	2.88457
k141_1607	1147	2.17854	2.17854	0.518291
k141_3805	404	4.24803	4.24803	1.65761
k141_7929	1907	9.67274	9.67274	10.3456
k141_1608	644	1.91903	1.91903	0.301747
k141_7930	355	2.05366	2.05366	0.815735
k141_1609	1416	4.39889	4.39889	4.34432
k141_3806	1801	5.87947	5.87947	5.20182
k141_3807	201	3	3	0
k141_3808	1259	3.72137	3.72137	2.59648
k141_1610	1732	4.07585	4.07585	3.33011
k141_3809	517	2.70572	2.70572	1.06071
k141_3810	447	1.79125	1.79125	0.341409
k141_3811	319	1.60355	1.60355	0.240702
k141_1611	922	4.03497	4.03497	2.99359
k141_1612	535	1.35325	1.35325	0.234267
k141_1613	422	4.43015	4.43015	2.04676
k141_1614	479	3.10638	3.10638	0.284379
k141_1615	307	1.72611	1.72611	0.200147
k141_5921	6913	6.01789	6.01789	4.09679
k141_1616	310	1.1625	1.1625	0.136949
k141_3812	2090	4.26031	4.26031	2.70633
k141_7931	5997	4.4929	4.4929	2.80456
k141_7932	627	2.87421	2.87421	2.04716
k141_7933	356	2.25243	2.25243	0.423775
k141_3813	1402	3.4369	3.4369	2.71306
k141_3814	991	4.8038	4.8038	2.60313
k141_3815	915	4.13856	4.13856	2.27397
k141_5922	5038	5.16653	5.16653	4.57131
k141_5923	364	4	4	1.09859
k141_5924	355	4.29756	4.29756	1.3473
k141_5925	542	3.04592	3.04592	0.780495
k141_5926	397	2.90688	2.90688	0.629505
k141_5927	506	2.0927	2.0927	0.48434
k141_7934	4766	9.23484	9.23484	18.8578
k141_1617	5584	4.31156	4.31156	3.27025
k141_3816	3440	5.0231	5.0231	7.07579
k141_5928	582	1.9537	1.9537	0.536132
k141_3817	327	3.48023	3.48023	1.01239
k141_1618	826	5.03254	5.03254	2.73079
k141_5929	1085	3.81176	3.81176	2.03733
k141_5930	1193	4.81016	4.81016	2.77772
k141_3818	2053	5.72149	5.72149	3.84986
k141_5931	345	2.02051	2.02051	0.432567
k141_5932	380	1.56957	1.56957	0.761513
k141_3819	666	3.17442	3.17442	1.22389
k141_7935	3095	4.31273	4.31273	4.04651
k141_3820	315	0	0	0
k141_7936	322	3.67442	3.67442	1.10975
k141_3821	331	2.75691	2.75691	0.662799
k141_5933	781	3.35658	3.35658	0.740905
k141_1619	3475	3.7594	3.7594	2.08953
k141_1620	380	1.14783	1.14783	0.484602
k141_1621	331	1.25414	1.25414	0.379497
k141_1622	585	2.14483	2.14483	0.755475
k141_1623	468	5.07862	5.07862	1.58055
k141_5934	2399	4.83771	4.83771	4.51234
k141_7937	2819	4.50131	4.50131	4.42623
k141_1624	1707	4.78099	4.78099	3.51431
k141_5935	2044	5.94351	5.94351	4.57421
k141_7938	2214	5.16715	5.16715	6.59205
k141_3822	5168	5.37425	5.37425	4.91707
k141_7939	554	7.30198	7.30198	5.47186
k141_5936	1051	3.58713	3.58713	1.7249
k141_7940	330	1.60556	1.60556	0.240192
k141_3823	547	1.23678	1.23678	1.13066
k141_1625	1840	3.97692	3.97692	2.89406
k141_3824	640	2.58776	2.58776	0.533185
k141_7941	909	4.93149	4.93149	4.54937
k141_3825	988	3.85442	3.85442	1.80196
k141_3826	343	1.51295	1.51295	0.251134
k141_5937	1961	5.91165	5.91165	3.93583
k141_5938	508	1.98883	1.98883	0.397632
k141_7942	1882	3.98095	3.98095	4.18861
k141_7943	462	5.28205	5.28205	2.93627
k141_3827	1572	3.33404	3.33404	1.96082
k141_7944	317	2.17964	2.17964	0.148257
k141_3828	358	1.45673	1.45673	0.249327
k141_7945	332	0.835165	0.835165	0.138425
k141_7946	484	1.13174	1.13174	0.264876
k141_7947	455	1.88852	1.88852	0.652005
k141_7948	437	6.97909	6.97909	4.56599
k141_3829	1423	3.72192	3.72192	3.17265
k141_5939	2576	5.47362	5.47362	6.09039
k141_7949	394	2.77459	2.77459	0.175318
k141_3830	386	3.64831	3.64831	1.24174
k141_7950	623	2.51374	2.51374	0.640169
k141_1626	5289	4.41915	4.41915	4.67952
k141_3831	748	3.91137	3.91137	3.5985
k141_1627	586	3.98165	3.98165	1.71001
k141_7951	748	4.90803	4.90803	1.92619
k141_1628	564	3.67391	3.67391	2.62222
k141_1629	674	2.99046	2.99046	1.16052
k141_3832	1092	5.03503	5.03503	2.70334
k141_5940	2528	3.62994	3.62994	1.74856
k141_5941	337	1.96791	1.96791	0.0312231
k141_3833	420	4.56667	4.56667	2.43234
k141_7952	1386	4.37298	4.37298	2.96117
k141_1630	620	4.48511	4.48511	1.17994
k141_5942	581	1.82831	1.82831	0.27743
k141_1631	408	2.4845	2.4845	0.733222
k141_7953	900	4.64267	4.64267	3.27134
k141_5943	1368	3.16338	3.16338	1.5945
k141_1632	1375	6.28735	6.28735	6.44674
k141_7954	1084	3.697	3.697	2.88023
k141_3834	2171	3.32063	3.32063	2.2001
k141_7955	314	1.79878	1.79878	0.161716
k141_5944	651	3.36926	3.36926	2.64537
k141_3835	499	1.40688	1.40688	0.242022
k141_3836	397	2.97571	2.97571	1.21892
k141_7956	653	3.74155	3.74155	2.32351
k141_3837	333	0.415301	0.415301	0.24416
k141_7957	373	2.03587	2.03587	0.575283
k141_3838	391	0.941909	0.941909	0.246611
k141_7958	413	4.43726	4.43726	2.00273
k141_5945	1379	4.86981	4.86981	5.6931
k141_3839	486	4.5625	4.5625	3.14235
k141_1633	2185	3.78575	3.78575	3.2923
k141_5946	478	1.98476	1.98476	0.920256
k141_1634	487	3.14243	3.14243	1.42608
k141_5947	387	0.510549	0.510549	0.250947
k141_5948	367	2.04608	2.04608	0.534904
k141_1635	685	2.05421	2.05421	0.238628
k141_7959	1780	3.91963	3.91963	2.34896
k141_3840	2213	4.07416	4.07416	2.40137
k141_3841	445	2.49831	2.49831	0.727037
k141_5949	1152	3.72954	3.72954	3.24046
k141_7960	898	4.73128	4.73128	2.54216
k141_3842	574	5.75708	5.75708	2.06142
k141_7961	775	5.4	5.4	2.13462
k141_7962	393	2.18519	2.18519	0.853995
k141_7963	587	3.71396	3.71396	1.47992
k141_3843	2184	5.08653	5.08653	3.94626
k141_1636	3635	5.20086	5.20086	3.947
k141_3844	1117	4.92554	4.92554	0.953044
k141_3845	303	1.42484	1.42484	0.390696
k141_3846	378	2.21053	2.21053	0.316717
k141_7964	3131	4.59812	4.59812	4.33628
k141_7965	378	5.44737	5.44737	2.79457
k141_5950	5146	4.66633	4.66633	3.86
k141_7966	469	1.4232	1.4232	0.244869
k141_7967	505	2.75775	2.75775	0.653011
k141_3847	2178	4.31262	4.31262	3.5559
k141_7968	373	2.93274	2.93274	0.297257
k141_7969	322	2.18023	2.18023	0.768497
k141_3848	362	1.49057	1.49057	0.260574
k141_7970	1228	4.20223	4.20223	2.66659
k141_1637	5163	5.62757	5.62757	3.77893
k141_7971	342	1.33854	1.33854	0.225103
k141_1638	303	4.01307	4.01307	0.762986
k141_7972	313	2.35583	2.35583	0.465197
k141_5951	3122	4.58075	4.58075	3.25201
k141_3849	2437	5.25711	5.25711	4.38969
k141_1639	813	2.59578	2.59578	0.431522
k141_3850	301	5.15232	5.15232	1.95665
k141_1640	522	6.46774	6.46774	1.63508
k141_7973	1677	5.42829	5.42829	3.99993
k141_5952	1773	4.26433	4.26433	3.36967
k141_7974	1269	3.90706	3.90706	2.34913
k141_5953	740	2.86102	2.86102	1.26758
k141_1641	2012	4.04511	4.04511	2.98666
k141_1642	520	1.63514	1.63514	0.248627
k141_3852	3274	3.94078	3.94078	1.87257
k141_1643	848	2.59599	2.59599	1.32865
k141_3853	598	4.1317	4.1317	1.09
